gene_id,gene_name,gene_biotype,count
AT3G16895,null,protein_coding,0
AT3G16900,null,protein_coding,0
AT3G16910,AAE7,protein_coding,4
AT3G16920,CTL2,protein_coding,2
AT3G16930,null,protein_coding,0
AT3G16940,null,protein_coding,9
AT3G16950,LPD1,protein_coding,5
AT3G16960,null,protein_coding,0
AT3G16970,null,protein_coding,0
AT3G16980,NRPB9A,protein_coding,0
AT3G16990,TENA_E,protein_coding,1
AT3G17000,UBC32,protein_coding,3
AT3G17010,null,protein_coding,1
AT3G17020,null,protein_coding,20
AT3G17030,null,protein_coding,0
AT3G17040,HCF107,protein_coding,13
AT3G17060,PME67,protein_coding,1
AT3G17070,PER29,protein_coding,7
AT3G17080,null,protein_coding,0
AT3G17090,null,protein_coding,5
AT3G17100,BHLH147,protein_coding,13
AT3G17120,null,protein_coding,1
AT3G17130,null,protein_coding,3
AT3G17140,null,protein_coding,3
AT3G17150,null,protein_coding,0
AT3G17152,null,protein_coding,0
AT3G17155,null,protein_coding,0
AT3G17160,null,protein_coding,3
AT3G17170,RFC3,protein_coding,1
AT3G17180,SCPL33,protein_coding,0
AT3G17185,TASIR-ARF,ncRNA,3834
AT3G17190,null,protein_coding,30
AT3G17205,UPL6,protein_coding,5
AT3G17210,HS1,protein_coding,53
AT3G17220,PMEI2,protein_coding,0
AT3G17225,null,protein_coding,0
AT3G17227,null,protein_coding,0
AT3G17230,null,protein_coding,0
AT3G17240,LPD2,protein_coding,8
AT3G17250,null,protein_coding,2
AT3G17261,null,protein_coding,0
AT3G17265,null,protein_coding,0
AT3G17270,null,protein_coding,0
AT3G17280,null,protein_coding,0
AT3G17300,null,protein_coding,1
AT3G17310,DRM3,protein_coding,2
AT3G17320,null,protein_coding,1
AT3G17330,ECT6,protein_coding,3
AT3G17340,null,protein_coding,3
AT3G17350,null,protein_coding,0
AT3G17360,POK1,protein_coding,4
AT3G17365,null,protein_coding,0
AT3G17370,null,protein_coding,0
AT3G17380,null,protein_coding,2
AT3G17390,METK4,protein_coding,46
AT3G17400,null,protein_coding,849
AT3G17410,null,protein_coding,8
AT3G17420,GPK1,protein_coding,6
AT3G17430,null,protein_coding,1
AT3G17440,NPSN13,protein_coding,2
AT3G17450,null,protein_coding,2
AT3G17460,null,protein_coding,1
AT3G17465,RPL3B,protein_coding,1
AT3G17470,ATCRSH,protein_coding,5
AT3G17480,null,protein_coding,5
AT3G17490,null,protein_coding,1
AT3G17500,null,protein_coding,0
AT3G17510,CIPK1,protein_coding,9
AT3G17520,null,protein_coding,1
AT3G17530,null,protein_coding,2
AT3G17540,null,protein_coding,0
AT3G17550,null,protein_coding,0
AT3G17560,null,protein_coding,0
AT3G17570,null,protein_coding,0
AT3G17580,null,protein_coding,0
AT3G17590,BSH,protein_coding,2
AT3G17600,IAA31,protein_coding,0
AT3G17609,HYH,protein_coding,2
AT3G17611,RBL14,protein_coding,2
AT3G17620,null,protein_coding,0
AT3G17626,null,protein_coding,0
AT3G17630,CHX19,protein_coding,1
AT3G17640,null,protein_coding,3
AT3G17650,YSL5,protein_coding,8
AT3G17655,null,protein_coding,0
AT3G17660,AGD15,protein_coding,0
AT3G17668,ENA,protein_coding,1
AT3G17670,null,protein_coding,2
AT3G17675,null,protein_coding,2
AT3G17680,null,protein_coding,3
AT3G17690,CNGC19,protein_coding,0
AT3G17700,CNGC20,protein_coding,1
AT3G17710,null,protein_coding,2
AT3G17712,null,protein_coding,0
AT3G17717,null,protein_coding,0
AT3G17720,null,protein_coding,0
AT3G17730,anac057,protein_coding,1
AT3G17740,null,protein_coding,3
AT3G17750,null,protein_coding,11
AT3G17760,GAD5,protein_coding,0
AT3G17765,null,protein_coding,0
AT3G17770,null,protein_coding,9
AT3G17780,null,protein_coding,2
AT3G17790,PAP17,protein_coding,41
AT3G17800,null,protein_coding,14
AT3G17810,PYD1,protein_coding,10
AT3G17820,GLN1-3,protein_coding,10
AT3G17830,null,protein_coding,0
AT3G17840,RLK902,protein_coding,8
AT3G17850,IREH1,protein_coding,16
AT3G17860,TIFY6B,protein_coding,2
AT3G17880,TDX,protein_coding,5
AT3G17890,null,protein_coding,0
AT3G17900,null,protein_coding,3
AT3G17910,SURF1,protein_coding,3
AT3G17920,null,protein_coding,3
AT3G17930,null,protein_coding,6
AT3G17940,null,protein_coding,5
AT3G17950,Y-3,protein_coding,0
AT3G17970,OEP64,protein_coding,7
AT3G17980,CAR4,protein_coding,1
AT3G18000,NMT1,protein_coding,10
AT3G18010,WOX1,protein_coding,0
AT3G18020,null,protein_coding,2
AT3G18030,HAL3A,protein_coding,2
AT3G18035,HON4,protein_coding,20
AT3G18040,MPK9,protein_coding,5
AT3G18050,null,protein_coding,16
AT3G18060,AIP1-2,protein_coding,8
AT3G18070,BGLU43,protein_coding,1
AT3G18080,BGLU44,protein_coding,33
AT3G18090,NRPD2B,protein_coding,0
AT3G18100,MYB4R1,protein_coding,0
AT3G18110,EMB1270,protein_coding,3
AT3G18120,null,protein_coding,0
AT3G18130,RACK1C,protein_coding,2
AT3G18140,LST8-1,protein_coding,6
AT3G18150,null,nontranslating_CDS,0
AT3G18160,PEX3-1,protein_coding,2
AT3G18165,MOS4,protein_coding,5
AT3G18170,null,protein_coding,2
AT3G18180,null,protein_coding,0
AT3G18190,CCT4,protein_coding,7
AT3G18200,null,protein_coding,0
AT3G18210,null,protein_coding,5
AT3G18215,null,protein_coding,5
AT3G18217,MIR157C,miRNA,1663
AT3G18220,LPP4,protein_coding,0
AT3G18230,null,protein_coding,12
AT3G18235,null,protein_coding,0
AT3G18240,null,protein_coding,0
AT3G18250,null,protein_coding,0
AT3G18260,RTNLB9,protein_coding,0
AT3G18270,CYP77A5P,protein_coding,7
AT3G18280,null,protein_coding,0
AT3G18282,null,protein_coding,0
AT3G18290,BTS,protein_coding,12
AT3G18291,null,protein_coding,0
AT3G18295,null,protein_coding,1
AT3G18300,null,protein_coding,0
AT3G18310,null,protein_coding,1
AT3G18320,null,protein_coding,0
AT3G18330,null,protein_coding,0
AT3G18340,null,protein_coding,7
AT3G18350,null,protein_coding,4
AT3G18360,VQ20,protein_coding,0
AT3G18362,null,ncRNA,0
AT3G18370,SYTF,protein_coding,6
AT3G18380,null,protein_coding,0
AT3G18390,EMB1865,protein_coding,8
AT3G18400,anac058,protein_coding,0
AT3G18410,null,protein_coding,4
AT3G18420,SG1,protein_coding,4
AT3G18430,null,protein_coding,1
AT3G18440,ALMT9,protein_coding,7
AT3G18450,PCR5,protein_coding,0
AT3G18460,PCR4,protein_coding,0
AT3G18470,PCR7,protein_coding,0
AT3G18480,CASP,protein_coding,2
AT3G18485,ILR2,protein_coding,1
AT3G18490,ASPG1,protein_coding,61
AT3G18500,null,protein_coding,2
AT3G18510,null,protein_coding,0
AT3G18518,RTFL20,protein_coding,0
AT3G18520,HDA15,protein_coding,2
AT3G18524,MSH2,protein_coding,1
AT3G18530,null,protein_coding,0
AT3G18535,null,protein_coding,0
AT3G18550,BRC1,protein_coding,0
AT3G18560,null,protein_coding,2
AT3G18570,null,protein_coding,0
AT3G18580,null,protein_coding,0
AT3G18590,ENODL5,protein_coding,0
AT3G18600,RH51,protein_coding,6
AT3G18610,NUCL2,protein_coding,0
AT3G18620,PAT11,protein_coding,2
AT3G18630,UNG,protein_coding,2
AT3G18640,null,protein_coding,1
AT3G18650,AGL103,protein_coding,0
AT3G18660,GUX1,protein_coding,0
AT3G18670,null,protein_coding,0
AT3G18680,null,protein_coding,6
AT3G18690,MKS1,protein_coding,0
AT3G18700,null,protein_coding,49
AT3G18710,PUB29,protein_coding,4
AT3G18715,IDL4,protein_coding,0
AT3G18720,null,protein_coding,0
AT3G18730,TSK,protein_coding,2
AT3G18740,RPL30C,protein_coding,9
AT3G18750,WNK6,protein_coding,2
AT3G18760,null,protein_coding,2
AT3G18770,ATG13B,protein_coding,3
AT3G18773,ATL77,protein_coding,3
AT3G18775,null,protein_coding,0
AT3G18780,ACT2,protein_coding,76
AT3G18790,null,protein_coding,6
AT3G18800,null,protein_coding,4
AT3G18810,PERK6,protein_coding,0
AT3G18815,null,tRNA,0
AT3G18820,RABG3F,protein_coding,7
AT3G18827,MIR868A,miRNA,3
AT3G18830,PLT5,protein_coding,5
AT3G18840,PCMP-E92,protein_coding,0
AT3G18850,LPAT5,protein_coding,1
AT3G18860,null,protein_coding,5
AT3G18870,null,protein_coding,0
AT3G18880,null,protein_coding,0
AT3G18890,TIC62,protein_coding,8
AT3G18895,MIR418,miRNA,0
AT3G18900,null,protein_coding,0
AT3G18905,null,protein_coding,0
AT3G18910,ETP2,protein_coding,2
AT3G18915,null,protein_coding,0
AT3G18930,ATL65,protein_coding,9
AT3G18940,null,protein_coding,1
AT3G18950,null,protein_coding,1
AT3G18952,null,tRNA,2
AT3G18957,null,protein_coding,0
AT3G18960,null,protein_coding,0
AT3G18970,PCMP-E93,protein_coding,0
AT3G18980,ETP1,protein_coding,6
AT3G18990,VRN1,protein_coding,11
AT3G19000,null,protein_coding,2
AT3G19002,null,lncRNA,1
AT3G19010,null,protein_coding,10
AT3G19020,PEX1,protein_coding,2
AT3G19030,null,protein_coding,10
AT3G19035,null,protein_coding,0
AT3G19040,TAF1,protein_coding,0
AT3G19050,KIN12D,protein_coding,8
AT3G19055,null,protein_coding,0
AT3G19070,null,protein_coding,0
AT3G19080,null,protein_coding,1
AT3G19085,null,protein_coding,0
AT3G19090,null,protein_coding,0
AT3G19100,CRK2,protein_coding,3
AT3G19120,null,protein_coding,5
AT3G19130,RBP47B,protein_coding,14
AT3G19140,ATL62,protein_coding,0
AT3G19150,KRP6,protein_coding,1
AT3G19160,IPT8,protein_coding,0
AT3G19170,PREP1,protein_coding,28
AT3G19180,CDP1,protein_coding,1
AT3G19184,null,protein_coding,0
AT3G19190,ATG2,protein_coding,7
AT3G19200,null,protein_coding,0
AT3G19210,CHR25,protein_coding,0
AT3G19220,SCO2,protein_coding,1
AT3G19230,null,protein_coding,0
AT3G19235,null,tRNA,0
AT3G19240,null,protein_coding,12
AT3G19250,null,protein_coding,0
AT3G19260,LAG2,protein_coding,3
AT3G19270,CYP707A4,protein_coding,0
AT3G19274,null,protein_coding,0
AT3G19280,FUT11,protein_coding,0
AT3G19290,ABF4,protein_coding,12
AT3G19300,null,protein_coding,0
AT3G19310,null,protein_coding,0
AT3G19320,null,protein_coding,0
AT3G19330,null,protein_coding,2
AT3G19340,null,protein_coding,5
AT3G19350,MPC,protein_coding,22
AT3G19360,null,protein_coding,0
AT3G19370,null,protein_coding,7
AT3G19380,PUB25,protein_coding,13
AT3G19390,RD21C,protein_coding,2
AT3G19400,RDL2,protein_coding,3
AT3G19410,null,protein_coding,0
AT3G19420,PTEN2A,protein_coding,10
AT3G19430,null,protein_coding,5
AT3G19440,null,protein_coding,1
AT3G19450,CAD4,protein_coding,14
AT3G19460,null,protein_coding,3
AT3G19470,null,protein_coding,4
AT3G19480,PGDH3,protein_coding,0
AT3G19490,NHD1,protein_coding,3
AT3G19500,BHLH113,protein_coding,0
AT3G19508,null,protein_coding,0
AT3G19510,HAT3.1,protein_coding,2
AT3G19515,null,protein_coding,4
AT3G19520,null,protein_coding,2
AT3G19530,null,protein_coding,0
AT3G19540,null,protein_coding,6
AT3G19550,null,protein_coding,0
AT3G19552,null,protein_coding,0
AT3G19553,null,protein_coding,9
AT3G19560,null,protein_coding,59
AT3G19565,null,protein_coding,0
AT3G19570,SCO3,protein_coding,3
AT3G19580,AZF2,protein_coding,2
AT3G19590,BUB3.1,protein_coding,3
AT3G19595,null,protein_coding,0
AT3G19600,CPL5,protein_coding,0
AT3G19610,null,protein_coding,0
AT3G19613,null,protein_coding,0
AT3G19615,null,protein_coding,0
AT3G19620,BXL5,protein_coding,0
AT3G19630,null,protein_coding,5
AT3G19640,MRS2-3,protein_coding,1
AT3G19650,null,protein_coding,1
AT3G19660,null,protein_coding,0
AT3G19663,null,protein_coding,0
AT3G19670,PRP40B,protein_coding,2
AT3G19680,null,protein_coding,16
AT3G19690,null,protein_coding,2
AT3G19700,IKU2,protein_coding,0
AT3G19710,BCAT4,protein_coding,11
AT3G19720,ARC5,protein_coding,4
AT3G19740,null,protein_coding,3
AT3G19760,EIF4A3,protein_coding,6
AT3G19770,VPS9A,protein_coding,6
AT3G19780,null,protein_coding,5
AT3G19790,null,protein_coding,0
AT3G19800,null,protein_coding,2
AT3G19810,null,protein_coding,1
AT3G19820,DIM,protein_coding,74
AT3G19830,NTMC2TYPE5.2,protein_coding,6
AT3G19840,MED35C,protein_coding,5
AT3G19850,null,protein_coding,10
AT3G19860,BHLH121,protein_coding,4
AT3G19870,null,protein_coding,4
AT3G19880,null,protein_coding,7
AT3G19890,null,protein_coding,1
AT3G19895,null,protein_coding,4
AT3G19900,null,protein_coding,8
AT3G19910,BBR,protein_coding,7
AT3G19920,null,protein_coding,0
AT3G19930,STP4,protein_coding,18
AT3G19940,STP10,protein_coding,0
AT3G19950,null,protein_coding,3
AT3G19960,ATM1,protein_coding,14
AT3G19970,null,protein_coding,4
AT3G19980,FYPP3,protein_coding,4
AT3G19990,null,protein_coding,8
AT3G20000,TOM40-1,protein_coding,2
AT3G20010,CHR27,protein_coding,1
AT3G20015,ASPG2,protein_coding,4
AT3G20020,ATPRMT6,protein_coding,0
AT3G20030,null,protein_coding,27
AT3G20040,ATHXK4,protein_coding,1
AT3G20050,CCT1,protein_coding,20
AT3G20060,UBC19,protein_coding,5
AT3G20070,TTN9,protein_coding,2
AT3G20080,CYP705A15,protein_coding,4
AT3G20090,CYP705A18,protein_coding,1
AT3G20100,CYP705A19,protein_coding,7
AT3G20110,CYP705A20,protein_coding,0
AT3G20120,CYP705A21,protein_coding,2
AT3G20130,CYP705A22,protein_coding,5
AT3G20140,CYP705A23,protein_coding,0
AT3G20150,KIN12F,protein_coding,0
AT3G20155,null,protein_coding,0
AT3G20160,null,protein_coding,0
AT3G20170,null,protein_coding,0
AT3G20180,null,protein_coding,1
AT3G20190,PRK4,protein_coding,0
AT3G20200,null,protein_coding,0
AT3G20210,dVPE,protein_coding,0
AT3G20220,null,protein_coding,1
AT3G20230,null,protein_coding,0
AT3G20240,null,protein_coding,0
AT3G20250,APUM5,protein_coding,10
AT3G20260,null,protein_coding,3
AT3G20270,null,protein_coding,1
AT3G20280,null,protein_coding,2
AT3G20290,EHD1,protein_coding,5
AT3G20300,null,protein_coding,3
AT3G20310,ERF7,protein_coding,12
AT3G20320,TGD2,protein_coding,4
AT3G20330,PYRB,protein_coding,2
AT3G20340,null,protein_coding,2
AT3G20350,null,protein_coding,1
AT3G20360,null,protein_coding,1
AT3G20362,null,protein_coding,0
AT3G20370,null,protein_coding,10
AT3G20380,null,protein_coding,2
AT3G20390,null,protein_coding,23
AT3G20395,null,protein_coding,5
AT3G20400,EMB2743,protein_coding,0
AT3G20410,CPK9,protein_coding,14
AT3G20420,RTL2,protein_coding,0
AT3G20430,null,protein_coding,0
AT3G20440,SBE3,protein_coding,2
AT3G20450,null,protein_coding,0
AT3G20460,null,protein_coding,1
AT3G20470,GRP5,protein_coding,7
AT3G20475,MSH5,protein_coding,0
AT3G20480,LPXK,protein_coding,0
AT3G20490,null,protein_coding,0
AT3G20500,PAP18,protein_coding,2
AT3G20510,FAX6,protein_coding,4
AT3G20520,GDPDL5,protein_coding,0
AT3G20530,PBL23,protein_coding,0
AT3G20540,POLGAMMA1,protein_coding,2
AT3G20550,DDL,protein_coding,7
AT3G20555,null,protein_coding,0
AT3G20557,VUP3,protein_coding,0
AT3G20560,PDIL5-3,protein_coding,6
AT3G20570,ENODL9,protein_coding,0
AT3G20580,COBL10,protein_coding,0
AT3G20590,null,protein_coding,0
AT3G20600,NDR1,protein_coding,0
AT3G20610,null,protein_coding,0
AT3G20620,null,protein_coding,1
AT3G20630,UBP14,protein_coding,9
AT3G20640,BHLH123,protein_coding,0
AT3G20650,null,protein_coding,3
AT3G20655,null,tRNA,6
AT3G20660,OCT4,protein_coding,7
AT3G20670,HTA13,protein_coding,3
AT3G20680,null,protein_coding,1
AT3G20690,null,protein_coding,101
AT3G20700,null,protein_coding,6
AT3G20710,null,protein_coding,1
AT3G20720,null,protein_coding,4
AT3G20730,PCMP-E94,protein_coding,0
AT3G20740,FIE,protein_coding,2
AT3G20750,GATA29,protein_coding,0
AT3G20760,NSE4B,protein_coding,2
AT3G20770,EIN3,protein_coding,34
AT3G20780,TOP6B,protein_coding,2
AT3G20790,null,protein_coding,4
AT3G20800,null,protein_coding,0
AT3G20810,JMJ30,protein_coding,1
AT3G20820,null,protein_coding,57
AT3G20830,UCNL,protein_coding,2
AT3G20840,PLT1,protein_coding,0
AT3G20850,null,protein_coding,1
AT3G20860,NEK6,protein_coding,1
AT3G20865,AGP40,protein_coding,2
AT3G20870,ZTP29,protein_coding,2
AT3G20880,WIP4,protein_coding,0
AT3G20885,null,tRNA,10
AT3G20890,null,protein_coding,2
AT3G20898,SMR13,protein_coding,2
AT3G20900,null,protein_coding,0
AT3G20910,NFYA9,protein_coding,2
AT3G20920,null,protein_coding,8
AT3G20930,null,protein_coding,7
AT3G20935,CYP705A28,protein_coding,0
AT3G20940,CYP705A30,protein_coding,0
AT3G20950,CYP705A32,protein_coding,16
AT3G20960,CYP705A33,protein_coding,3
AT3G20970,NIFU4,protein_coding,1
AT3G20978,null,lncRNA,0
AT3G20980,null,protein_coding,0
AT3G20993,LCR56,protein_coding,0
AT3G20997,LCR55,protein_coding,0
AT3G21000,null,protein_coding,0
AT3G21055,PSBTN,protein_coding,36
AT3G21060,RBL,protein_coding,1
AT3G21070,NADK1,protein_coding,6
AT3G21080,null,protein_coding,0
AT3G21090,ABCG15,protein_coding,2
AT3G21100,null,protein_coding,1
AT3G21110,PUR7,protein_coding,0
AT3G21120,null,protein_coding,0
AT3G21130,null,protein_coding,4
AT3G21140,null,protein_coding,7
AT3G21150,BBX32,protein_coding,0
AT3G21160,MNS2,protein_coding,2
AT3G21165,null,protein_coding,0
AT3G21170,null,protein_coding,13
AT3G21175,GATA24,protein_coding,3
AT3G21180,ACA9,protein_coding,2
AT3G21190,MSR1,protein_coding,3
AT3G21200,GLUTRBP,protein_coding,3
AT3G21210,null,protein_coding,0
AT3G21215,null,protein_coding,3
AT3G21220,MKK5,protein_coding,2
AT3G21230,4CL4,protein_coding,4
AT3G21240,4CL2,protein_coding,7
AT3G21250,MRP6,protein_coding,7
AT3G21260,GLTP3,protein_coding,0
AT3G21270,DOF3.1,protein_coding,1
AT3G21280,UBP7,protein_coding,4
AT3G21290,null,protein_coding,2
AT3G21295,null,protein_coding,0
AT3G21300,null,protein_coding,2
AT3G21305,null,protein_coding,0
AT3G21310,null,protein_coding,1
AT3G21320,null,protein_coding,0
AT3G21330,BHLH87,protein_coding,0
AT3G21340,null,protein_coding,0
AT3G21350,MED6,protein_coding,5
AT3G21351,null,protein_coding,0
AT3G21352,null,protein_coding,0
AT3G21360,null,protein_coding,1
AT3G21370,BGLU19,protein_coding,0
AT3G21371,null,protein_coding,0
AT3G21380,JAL36,protein_coding,0
AT3G21390,null,protein_coding,0
AT3G21400,null,protein_coding,1
AT3G21405,null,protein_coding,0
AT3G21410,FBW1,protein_coding,0
AT3G21420,null,protein_coding,1
AT3G21430,ALY3,protein_coding,4
AT3G21450,null,protein_coding,0
AT3G21460,GRXS10,protein_coding,0
AT3G21465,null,protein_coding,0
AT3G21470,PCMP-E29,protein_coding,0
AT3G21473,null,protein_coding,7
AT3G21475,null,tRNA,0
AT3G21480,null,protein_coding,2
AT3G21490,HIPP19,protein_coding,0
AT3G21500,DXPS1,protein_coding,0
AT3G21510,AHP1,protein_coding,3
AT3G21520,DMP1,protein_coding,1
AT3G21530,null,protein_coding,0
AT3G21540,null,protein_coding,5
AT3G21550,DMP2,protein_coding,0
AT3G21560,UGT84A2,protein_coding,16
AT3G21570,null,protein_coding,65
AT3G21580,ABCI12,protein_coding,1
AT3G21590,null,protein_coding,1
AT3G21600,null,protein_coding,1
AT3G21610,null,protein_coding,5
AT3G21620,null,protein_coding,0
AT3G21630,CERK1,protein_coding,3
AT3G21640,FKBP42,protein_coding,1
AT3G21650,B'ZETA,protein_coding,1
AT3G21660,null,protein_coding,0
AT3G21670,NPF6.4,protein_coding,9
AT3G21680,null,protein_coding,0
AT3G21690,DTX40,protein_coding,24
AT3G21700,SGP2,protein_coding,1
AT3G21710,VUP1,protein_coding,5
AT3G21720,ICL,protein_coding,1
AT3G21730,FOLB3,protein_coding,3
AT3G21740,APO4,protein_coding,0
AT3G21750,UGT71B1,protein_coding,8
AT3G21755,null,lncRNA,2
AT3G21760,UGT71B2,protein_coding,0
AT3G21770,PER30,protein_coding,6
AT3G21780,UGT71B6,protein_coding,0
AT3G21781,null,lncRNA,0
AT3G21790,UGT71B7,protein_coding,3
AT3G21800,UGT71B8,protein_coding,0
AT3G21805,null,snoRNA,1215
AT3G21810,null,protein_coding,3
AT3G21820,ATXR2,protein_coding,3
AT3G21825,null,protein_coding,0
AT3G21830,ASK8,protein_coding,0
AT3G21840,ASK7,protein_coding,0
AT3G21850,ASK9,protein_coding,1
AT3G21860,ASK10,protein_coding,0
AT3G21865,PEX22,protein_coding,9
AT3G21870,CYCU1-1,protein_coding,354
AT3G21880,null,protein_coding,0
AT3G21890,MIP1B,protein_coding,1
AT3G21900,CRRSP16,protein_coding,0
AT3G21910,CRRSP17,protein_coding,0
AT3G21920,null,protein_coding,0
AT3G21930,CRRSP19,protein_coding,0
AT3G21940,null,protein_coding,0
AT3G21945,null,protein_coding,0
AT3G21950,null,protein_coding,3
AT3G21960,CRRSP24,protein_coding,0
AT3G21970,CRRSP26,protein_coding,0
AT3G21980,null,protein_coding,0
AT3G21990,CRRSP29,protein_coding,1
AT3G22000,CRRSP30,protein_coding,0
AT3G22010,CRRSP31,protein_coding,0
AT3G22020,null,protein_coding,0
AT3G22022,null,protein_coding,0
AT3G22030,null,protein_coding,0
AT3G22040,CRRSP34,protein_coding,0
AT3G22050,CRRSP35,protein_coding,0
AT3G22053,null,protein_coding,3
AT3G22057,null,protein_coding,0
AT3G22060,CRRSP38,protein_coding,13
AT3G22070,null,protein_coding,0
AT3G22072,null,lncRNA,0
AT3G22080,null,protein_coding,0
AT3G22085,null,protein_coding,0
AT3G22090,null,protein_coding,0
AT3G22100,BHLH117,protein_coding,0
AT3G22104,null,protein_coding,2
AT3G22110,PAC1,protein_coding,14
AT3G22120,CWLP,protein_coding,1
AT3G22121,null,lncRNA,0
AT3G22125,null,protein_coding,0
AT3G22142,null,protein_coding,0
AT3G22150,PCMP-E95,protein_coding,8
AT3G22160,VQ22,protein_coding,2
AT3G22170,FHY3,protein_coding,1
AT3G22180,PAT20,protein_coding,4
AT3G22183,null,protein_coding,0
AT3G22190,IQD5,protein_coding,1
AT3G22200,POP2,protein_coding,24
AT3G22210,null,protein_coding,0
AT3G22220,null,protein_coding,8
AT3G22230,RPL27B,protein_coding,10
AT3G22231,PCC1,protein_coding,0
AT3G22235,null,protein_coding,0
AT3G22240,null,protein_coding,2
AT3G22250,UGT82A1,protein_coding,0
AT3G22260,null,protein_coding,4
AT3G22270,PAT1H1,protein_coding,3
AT3G22275,JAZ13,protein_coding,0
AT3G22290,null,protein_coding,2
AT3G22300,RPS10,protein_coding,2
AT3G22310,RH9,protein_coding,2
AT3G22320,NRPB5A,protein_coding,7
AT3G22330,RH53,protein_coding,2
AT3G22333,null,protein_coding,0
AT3G22337,null,protein_coding,0
AT3G22345,null,protein_coding,1
AT3G22350,null,protein_coding,4
AT3G22360,AOX1B,protein_coding,0
AT3G22370,AOX1A,protein_coding,6
AT3G22380,TIC,protein_coding,59
AT3G22400,LOX5,protein_coding,3
AT3G22410,null,protein_coding,1
AT3G22415,null,protein_coding,0
AT3G22420,WNK2,protein_coding,6
AT3G22421,null,protein_coding,19
AT3G22425,HISN5A,protein_coding,3
AT3G22430,null,protein_coding,0
AT3G22436,null,protein_coding,0
AT3G22440,FRL4A,protein_coding,18
AT3G22450,null,protein_coding,0
